,cust,grade,t,y
6116,510,0,8,0
6117,510,0,9,0
6118,510,0,10,0
6119,510,0,11,0
6120,510,0,12,0
6121,511,1,1,0
6122,511,1,2,0
6123,511,1,3,1
6124,511,1,4,0
6125,511,1,5,0
6126,511,1,6,1
6127,511,1,7,1
6128,511,1,8,0
6129,511,1,9,0
6130,511,1,10,1
6131,511,1,11,1
6132,511,1,12,0
6133,512,1,1,2
6134,512,1,2,2
6135,512,1,3,1
6136,512,1,4,0
6137,512,1,5,0
6138,512,1,6,1
6139,512,1,7,1
6140,512,1,8,0
6141,512,1,9,0
6142,512,1,10,1
6143,512,1,11,0
6144,512,1,12,0
6145,513,1,1,0
6146,513,1,2,0
6147,513,1,3,0
6148,513,1,4,0
6149,513,1,5,0
6150,513,1,6,0
6151,513,1,7,0
6152,513,1,8,0
6153,513,1,9,1
6154,513,1,10,0
6155,513,1,11,0
6156,513,1,12,0
6157,514,0,1,0
6158,514,0,2,0
6159,514,0,3,0
6160,514,0,4,0
6161,514,0,5,0
6162,514,0,6,0
6163,514,0,7,0
6164,514,0,8,0
6165,514,0,9,0
6166,514,0,10,0
6167,514,0,11,0
6168,514,0,12,0
6169,515,1,1,0
6170,515,1,2,0
6171,515,1,3,0
6172,515,1,4,1
6173,515,1,5,0
6174,515,1,6,0
6175,515,1,7,1
6176,515,1,8,0
6177,515,1,9,1
6178,515,1,10,0
6179,515,1,11,0
6180,515,1,12,0
6181,516,1,1,1
6182,516,1,2,0
6183,516,1,3,0
6184,516,1,4,0
6185,516,1,5,0
6186,516,1,6,1
6187,516,1,7,0
6188,516,1,8,0
6189,516,1,9,0
6190,516,1,10,0
6191,516,1,11,0
6192,516,1,12,1
6193,517,1,1,0
6194,517,1,2,1
6195,517,1,3,1
6196,517,1,4,0
6197,517,1,5,1
6198,517,1,6,1
6199,517,1,7,1
6200,517,1,8,1
6201,517,1,9,0
6202,517,1,10,0
6203,517,1,11,0
6204,517,1,12,0
6205,518,1,1,1
6206,518,1,2,1
6207,518,1,3,0
6208,518,1,4,0
6209,518,1,5,1
6210,518,1,6,1
6211,518,1,7,0
6212,518,1,8,0
6213,518,1,9,0
6214,518,1,10,2
6215,518,1,11,2
6216,518,1,12,3
6217,519,1,1,0
6218,519,1,2,1
6219,519,1,3,0
6220,519,1,4,0
6221,519,1,5,0
6222,519,1,6,0
6223,519,1,7,0
6224,519,1,8,0
6225,519,1,9,1
6226,519,1,10,0
6227,519,1,11,1
6228,519,1,12,0
6229,520,1,1,0
6230,520,1,2,0
6231,520,1,3,1
6232,520,1,4,0
6233,520,1,5,0
6234,520,1,6,1
6235,520,1,7,3
6236,520,1,8,1
6237,520,1,9,0
6238,520,1,10,1
6239,520,1,11,0
6240,520,1,12,1
6241,521,1,1,1
6242,521,1,2,1
6243,521,1,3,0
6244,521,1,4,0
6245,521,1,5,0
6246,521,1,6,1
6247,521,1,7,0
6248,521,1,8,0
6249,521,1,9,0
6250,521,1,10,0
6251,521,1,11,2
6252,521,1,12,3
6253,522,1,1,0
6254,522,1,2,1
6255,522,1,3,1
6256,522,1,4,1
6257,522,1,5,1
6258,522,1,6,0
6259,522,1,7,0
6260,522,1,8,0
6261,522,1,9,0
6262,522,1,10,1
6263,522,1,11,0
6264,522,1,12,0
6265,523,1,1,0
6266,523,1,2,0
6267,523,1,3,2
6268,523,1,4,1
6269,523,1,5,1
6270,523,1,6,1
6271,523,1,7,1
6272,523,1,8,0
6273,523,1,9,0
6274,523,1,10,0
6275,523,1,11,1
6276,523,1,12,2
6277,524,1,1,0
6278,524,1,2,1
6279,524,1,3,1
6280,524,1,4,1
6281,524,1,5,2
6282,524,1,6,1
6283,524,1,7,0
6284,524,1,8,0
6285,524,1,9,1
6286,524,1,10,0
6287,524,1,11,1
6288,524,1,12,1
6289,525,1,1,0
6290,525,1,2,1
6291,525,1,3,0
6292,525,1,4,1
6293,525,1,5,0
6294,525,1,6,0
6295,525,1,7,0
6296,525,1,8,0
6297,525,1,9,0
6298,525,1,10,0
6299,525,1,11,0
6300,525,1,12,1
6301,526,1,1,0
6302,526,1,2,0
6303,526,1,3,2
6304,526,1,4,0
6305,526,1,5,1
6306,526,1,6,1
6307,526,1,7,1
6308,526,1,8,0
6309,526,1,9,0
6310,526,1,10,1
6311,526,1,11,1
6312,526,1,12,0
6313,527,1,1,0
6314,527,1,2,0
6315,527,1,3,0
6316,527,1,4,0
6317,527,1,5,0
6318,527,1,6,0
6319,527,1,7,1
6320,527,1,8,2
6321,527,1,9,2
6322,527,1,10,2
6323,527,1,11,3
6324,527,1,12,3
6325,528,1,1,1
6326,528,1,2,0
6327,528,1,3,0
6328,528,1,4,0
6329,528,1,5,1
6330,528,1,6,0
6331,528,1,7,0
6332,528,1,8,0
6333,528,1,9,0
6334,528,1,10,0
6335,528,1,11,1
6336,528,1,12,1
6337,529,1,1,0
6338,529,1,2,0
6339,529,1,3,0
6340,529,1,4,0
6341,529,1,5,0
6342,529,1,6,1
6343,529,1,7,2
6344,529,1,8,2
6345,529,1,9,2
6346,529,1,10,2
6347,529,1,11,1
6348,529,1,12,0
6349,530,1,1,1
6350,530,1,2,0
6351,530,1,3,0
6352,530,1,4,0
6353,530,1,5,0
6354,530,1,6,0
6355,530,1,7,2
6356,530,1,8,2
6357,530,1,9,2
6358,530,1,10,2
6359,530,1,11,2
6360,530,1,12,2
6361,531,1,1,0
6362,531,1,2,0
6363,531,1,3,1
6364,531,1,4,0
6365,531,1,5,1
6366,531,1,6,0
6367,531,1,7,0
6368,531,1,8,0
6369,531,1,9,0
6370,531,1,10,2
6371,531,1,11,1
6372,531,1,12,2
6373,532,0,1,0
6374,532,0,2,0
6375,532,0,3,0
6376,532,0,4,0
6377,532,0,5,0
6378,532,0,6,0
6379,532,0,7,1
6380,532,0,8,2
6381,532,0,9,0
6382,532,0,10,0
6383,532,0,11,0
6384,532,0,12,0
6385,533,0,1,0
6386,533,0,2,0
6387,533,0,3,0
6388,533,0,4,0
6389,533,0,5,1
6390,533,0,6,2
6391,533,0,7,3
6392,533,0,8,3
6393,533,0,9,3
6394,533,0,10,3
6395,533,0,11,3
6396,533,0,12,3
6397,534,1,1,0
6398,534,1,2,2
6399,534,1,3,2
6400,534,1,4,1
6401,534,1,5,0
6402,534,1,6,0
6403,534,1,7,1
6404,534,1,8,3
6405,534,1,9,3
6406,534,1,10,2
6407,534,1,11,2
6408,534,1,12,2
6409,535,1,1,1
6410,535,1,2,0
6411,535,1,3,0
6412,535,1,4,1
6413,535,1,5,0
6414,535,1,6,0
6415,535,1,7,0
6416,535,1,8,0
6417,535,1,9,0
6418,535,1,10,0
6419,535,1,11,0
6420,535,1,12,2
6421,536,0,1,0
6422,536,0,2,0
6423,536,0,3,0
6424,536,0,4,0
6425,536,0,5,0
6426,536,0,6,0
6427,536,0,7,0
6428,536,0,8,0
6429,536,0,9,0
6430,536,0,10,0
6431,536,0,11,0
6432,536,0,12,0
6433,537,1,1,1
6434,537,1,2,1
6435,537,1,3,1
6436,537,1,4,1
6437,537,1,5,0
6438,537,1,6,1
6439,537,1,7,1
6440,537,1,8,1
6441,537,1,9,0
6442,537,1,10,1
6443,537,1,11,2
6444,537,1,12,2
6445,538,0,1,0
6446,538,0,2,0
6447,538,0,3,0
6448,538,0,4,0
6449,538,0,5,0
6450,538,0,6,0
6451,538,0,7,0
6452,538,0,8,0
6453,538,0,9,0
6454,538,0,10,0
6455,538,0,11,0
6456,538,0,12,0
6457,539,1,1,0
6458,539,1,2,1
6459,539,1,3,0
6460,539,1,4,0
6461,539,1,5,1
6462,539,1,6,2
6463,539,1,7,2
6464,539,1,8,1
6465,539,1,9,1
6466,539,1,10,0
6467,539,1,11,0
6468,539,1,12,0
6469,540,1,1,0
6470,540,1,2,0
6471,540,1,3,0
6472,540,1,4,0
6473,540,1,5,0
6474,540,1,6,1
6475,540,1,7,0
6476,540,1,8,0
6477,540,1,9,0
6478,540,1,10,0
6479,540,1,11,1
6480,540,1,12,1
6481,541,1,1,0
6482,541,1,2,0
6483,541,1,3,2
6484,541,1,4,3
6485,541,1,5,2
6486,541,1,6,0
6487,541,1,7,2
6488,541,1,8,2
6489,541,1,9,1
6490,541,1,10,2
6491,541,1,11,0
6492,541,1,12,0
6493,542,1,1,0
6494,542,1,2,1
6495,542,1,3,1
6496,542,1,4,0
6497,542,1,5,1
6498,542,1,6,1
6499,542,1,7,1
6500,542,1,8,1
6501,542,1,9,0
6502,542,1,10,0
6503,542,1,11,1
6504,542,1,12,0
6505,543,1,1,1
6506,543,1,2,1
6507,543,1,3,2
6508,543,1,4,1
6509,543,1,5,0
6510,543,1,6,1
6511,543,1,7,2
6512,543,1,8,2
6513,543,1,9,3
6514,543,1,10,3
6515,543,1,11,3
6516,543,1,12,3
6517,544,1,1,1
6518,544,1,2,1
6519,544,1,3,1
6520,544,1,4,1
6521,544,1,5,0
6522,544,1,6,1
6523,544,1,7,1
6524,544,1,8,0
6525,544,1,9,1
6526,544,1,10,1
6527,544,1,11,1
6528,544,1,12,0
6529,545,1,1,0
6530,545,1,2,0
6531,545,1,3,1
6532,545,1,4,0
6533,545,1,5,0
6534,545,1,6,0
6535,545,1,7,0
6536,545,1,8,1
6537,545,1,9,0
6538,545,1,10,1
6539,545,1,11,1
6540,545,1,12,0
6541,546,1,1,1
6542,546,1,2,0
6543,546,1,3,0
6544,546,1,4,0
6545,546,1,5,0
6546,546,1,6,1
6547,546,1,7,1
6548,546,1,8,1
6549,546,1,9,0
6550,546,1,10,0
6551,546,1,11,1
6552,546,1,12,0
6553,547,1,1,0
6554,547,1,2,0
6555,547,1,3,1
6556,547,1,4,1
6557,547,1,5,1
6558,547,1,6,0
6559,547,1,7,0
6560,547,1,8,0
6561,547,1,9,0
6562,547,1,10,2
6563,547,1,11,3
6564,547,1,12,1
6565,548,1,1,1
6566,548,1,2,1
6567,548,1,3,1
6568,548,1,4,0
6569,548,1,5,2
6570,548,1,6,2
6571,548,1,7,1
6572,548,1,8,1
6573,548,1,9,0
6574,548,1,10,1
6575,548,1,11,0
6576,548,1,12,1
6577,549,1,1,0
6578,549,1,2,1
6579,549,1,3,1
6580,549,1,4,0
6581,549,1,5,1
6582,549,1,6,0
6583,549,1,7,0
6584,549,1,8,1
6585,549,1,9,0
6586,549,1,10,1
6587,549,1,11,1
6588,549,1,12,1
6589,550,1,1,0
6590,550,1,2,2
6591,550,1,3,2
6592,550,1,4,1
6593,550,1,5,1
6594,550,1,6,0
6595,550,1,7,0
6596,550,1,8,0
6597,550,1,9,0
6598,550,1,10,0
6599,550,1,11,0
6600,550,1,12,0
6601,551,1,1,0
6602,551,1,2,2
6603,551,1,3,2
6604,551,1,4,2
6605,551,1,5,1
6606,551,1,6,0
6607,551,1,7,0
6608,551,1,8,0
6609,551,1,9,2
6610,551,1,10,1
6611,551,1,11,1
6612,551,1,12,1
6613,552,1,1,0
6614,552,1,2,0
6615,552,1,3,1
6616,552,1,4,0
6617,552,1,5,0
6618,552,1,6,0
6619,552,1,7,0
6620,552,1,8,2
6621,552,1,9,1
6622,552,1,10,1
6623,552,1,11,1
6624,552,1,12,0
6625,553,1,1,2
6626,553,1,2,2
6627,553,1,3,2
6628,553,1,4,0
6629,553,1,5,2
6630,553,1,6,0
6631,553,1,7,1
6632,553,1,8,1
6633,553,1,9,0
6634,553,1,10,0
6635,553,1,11,2
6636,553,1,12,1
6637,554,1,1,1
6638,554,1,2,0
6639,554,1,3,2
6640,554,1,4,1
6641,554,1,5,1
6642,554,1,6,1
6643,554,1,7,0
6644,554,1,8,2
6645,554,1,9,3
6646,554,1,10,0
6647,554,1,11,0
6648,554,1,12,1
6649,555,1,1,1
6650,555,1,2,1
6651,555,1,3,1
6652,555,1,4,0
6653,555,1,5,0
6654,555,1,6,0
6655,555,1,7,0
6656,555,1,8,1
6657,555,1,9,0
6658,555,1,10,0
6659,555,1,11,0
6660,555,1,12,0
6661,556,0,1,0
6662,556,0,2,0
6663,556,0,3,0
6664,556,0,4,0
6665,556,0,5,0
6666,556,0,6,0
6667,556,0,7,1
6668,556,0,8,2
6669,556,0,9,3
6670,556,0,10,3
6671,556,0,11,3
6672,556,0,12,3
6673,557,1,1,0
6674,557,1,2,0
6675,557,1,3,1
6676,557,1,4,0
6677,557,1,5,0
6678,557,1,6,0
6679,557,1,7,1
6680,557,1,8,0
6681,557,1,9,1
6682,557,1,10,2
6683,557,1,11,2
6684,557,1,12,2
6685,558,1,1,0
6686,558,1,2,0
6687,558,1,3,1
6688,558,1,4,0
6689,558,1,5,0
6690,558,1,6,1
6691,558,1,7,1
6692,558,1,8,1
6693,558,1,9,1
6694,558,1,10,0
6695,558,1,11,1
6696,558,1,12,0
6697,559,1,1,1
6698,559,1,2,0
6699,559,1,3,0
6700,559,1,4,0
6701,559,1,5,0
6702,559,1,6,1
6703,559,1,7,1
6704,559,1,8,0
6705,559,1,9,2
6706,559,1,10,1
6707,559,1,11,1
6708,559,1,12,0
6709,560,1,1,0
6710,560,1,2,1
6711,560,1,3,1
6712,560,1,4,1
6713,560,1,5,2
6714,560,1,6,1
6715,560,1,7,0
6716,560,1,8,2
6717,560,1,9,2
6718,560,1,10,0
6719,560,1,11,0
6720,560,1,12,0
6721,561,1,1,1
6722,561,1,2,0
6723,561,1,3,0
6724,561,1,4,1
6725,561,1,5,1
6726,561,1,6,0
6727,561,1,7,0
6728,561,1,8,2
6729,561,1,9,1
6730,561,1,10,0
6731,561,1,11,0
6732,561,1,12,2
6733,562,0,1,0
6734,562,0,2,0
6735,562,0,3,0
6736,562,0,4,0
6737,562,0,5,0
6738,562,0,6,0
6739,562,0,7,0
6740,562,0,8,0
6741,562,0,9,0
6742,562,0,10,0
6743,562,0,11,0
6744,562,0,12,0
6745,563,1,1,0
6746,563,1,2,0
6747,563,1,3,1
6748,563,1,4,0
6749,563,1,5,1
6750,563,1,6,0
6751,563,1,7,1
6752,563,1,8,2
6753,563,1,9,2
6754,563,1,10,0
6755,563,1,11,1
6756,563,1,12,0
6757,564,1,1,0
6758,564,1,2,1
6759,564,1,3,1
6760,564,1,4,0
6761,564,1,5,0
6762,564,1,6,1
6763,564,1,7,1
6764,564,1,8,1
6765,564,1,9,1
6766,564,1,10,0
6767,564,1,11,1
6768,564,1,12,1
6769,565,0,1,0
6770,565,0,2,0
6771,565,0,3,0
6772,565,0,4,0
6773,565,0,5,0
6774,565,0,6,0
6775,565,0,7,0
6776,565,0,8,0
6777,565,0,9,0
6778,565,0,10,0
6779,565,0,11,0
6780,565,0,12,0
6781,566,0,1,0
6782,566,0,2,0
6783,566,0,3,1
6784,566,0,4,2
6785,566,0,5,0
6786,566,0,6,0
6787,566,0,7,0
6788,566,0,8,0
6789,566,0,9,0
6790,566,0,10,0
6791,566,0,11,0
6792,566,0,12,0
6793,567,1,1,0
6794,567,1,2,0
6795,567,1,3,0
6796,567,1,4,0
6797,567,1,5,0
6798,567,1,6,1
6799,567,1,7,1
6800,567,1,8,0
6801,567,1,9,0
6802,567,1,10,0
6803,567,1,11,2
6804,567,1,12,3
6805,568,1,1,0
6806,568,1,2,1
6807,568,1,3,0
6808,568,1,4,0
6809,568,1,5,0
6810,568,1,6,2
6811,568,1,7,1
6812,568,1,8,1
6813,568,1,9,0
6814,568,1,10,0
6815,568,1,11,0
6816,568,1,12,0
6817,569,1,1,1
6818,569,1,2,0
6819,569,1,3,1
6820,569,1,4,0
6821,569,1,5,0
6822,569,1,6,0
6823,569,1,7,1
6824,569,1,8,0
6825,569,1,9,1
6826,569,1,10,0
6827,569,1,11,2
6828,569,1,12,0
6829,570,1,1,0
6830,570,1,2,0
6831,570,1,3,1
6832,570,1,4,2
6833,570,1,5,1
6834,570,1,6,3
6835,570,1,7,3
6836,570,1,8,3
6837,570,1,9,3
6838,570,1,10,3
6839,570,1,11,3
6840,570,1,12,2
6841,571,1,1,1
6842,571,1,2,0
6843,571,1,3,0
6844,571,1,4,1
6845,571,1,5,1
6846,571,1,6,0
6847,571,1,7,0
6848,571,1,8,0
6849,571,1,9,1
6850,571,1,10,3
6851,571,1,11,3
6852,571,1,12,3
6853,572,1,1,0
6854,572,1,2,1
6855,572,1,3,1
6856,572,1,4,1
6857,572,1,5,0
6858,572,1,6,2
6859,572,1,7,0
6860,572,1,8,0
6861,572,1,9,1
6862,572,1,10,0
6863,572,1,11,0
6864,572,1,12,2
6865,573,0,1,0
6866,573,0,2,0
6867,573,0,3,0
6868,573,0,4,0
6869,573,0,5,0
6870,573,0,6,0
6871,573,0,7,0
6872,573,0,8,0
6873,573,0,9,0
6874,573,0,10,0
6875,573,0,11,0
6876,573,0,12,0
6877,574,0,1,0
6878,574,0,2,0
6879,574,0,3,0
6880,574,0,4,0
6881,574,0,5,0
6882,574,0,6,0
6883,574,0,7,1
6884,574,0,8,0
6885,574,0,9,0
6886,574,0,10,0
6887,574,0,11,0
6888,574,0,12,0
6889,575,1,1,0
6890,575,1,2,0
6891,575,1,3,0
6892,575,1,4,1
6893,575,1,5,1
6894,575,1,6,0
6895,575,1,7,1
6896,575,1,8,1
6897,575,1,9,1
6898,575,1,10,0
6899,575,1,11,0
6900,575,1,12,0
6901,576,1,1,0
6902,576,1,2,0
6903,576,1,3,2
6904,576,1,4,2
6905,576,1,5,2
6906,576,1,6,1
6907,576,1,7,1
6908,576,1,8,0
6909,576,1,9,0
6910,576,1,10,0
6911,576,1,11,1
6912,576,1,12,0
6913,577,0,1,0
6914,577,0,2,0
6915,577,0,3,0
6916,577,0,4,0
6917,577,0,5,0
6918,577,0,6,0
6919,577,0,7,1
6920,577,0,8,2
6921,577,0,9,3
6922,577,0,10,3
6923,577,0,11,3
6924,577,0,12,3
6925,578,1,1,0
6926,578,1,2,0
6927,578,1,3,2
6928,578,1,4,0
6929,578,1,5,1
6930,578,1,6,0
6931,578,1,7,1
6932,578,1,8,0
6933,578,1,9,0
6934,578,1,10,0
6935,578,1,11,0
6936,578,1,12,1
6937,579,1,1,1
6938,579,1,2,0
6939,579,1,3,0
6940,579,1,4,1
6941,579,1,5,0
6942,579,1,6,0
6943,579,1,7,0
6944,579,1,8,0
6945,579,1,9,1
6946,579,1,10,1
6947,579,1,11,1
6948,579,1,12,1
6949,580,1,1,0
6950,580,1,2,0
6951,580,1,3,0
6952,580,1,4,2
6953,580,1,5,0
6954,580,1,6,0
6955,580,1,7,1
6956,580,1,8,0
6957,580,1,9,0
6958,580,1,10,1
6959,580,1,11,0
6960,580,1,12,0
6961,581,1,1,1
6962,581,1,2,1
6963,581,1,3,1
6964,581,1,4,1
6965,581,1,5,1
6966,581,1,6,0
6967,581,1,7,0
6968,581,1,8,1
6969,581,1,9,1
6970,581,1,10,1
6971,581,1,11,0
6972,581,1,12,0
6973,582,0,1,0
6974,582,0,2,0
6975,582,0,3,0
6976,582,0,4,0
6977,582,0,5,0
6978,582,0,6,0
6979,582,0,7,0
6980,582,0,8,0
6981,582,0,9,0
6982,582,0,10,0
6983,582,0,11,0
6984,582,0,12,0
6985,583,1,1,1
6986,583,1,2,0
6987,583,1,3,0
6988,583,1,4,0
6989,583,1,5,0
6990,583,1,6,0
6991,583,1,7,0
6992,583,1,8,0
6993,583,1,9,0
6994,583,1,10,1
6995,583,1,11,0
6996,583,1,12,1
6997,584,1,1,0
6998,584,1,2,0
6999,584,1,3,1
7000,584,1,4,1
7001,584,1,5,0
7002,584,1,6,0
7003,584,1,7,1
7004,584,1,8,1
7005,584,1,9,0
7006,584,1,10,0
7007,584,1,11,1
7008,584,1,12,0
7009,585,1,1,2
7010,585,1,2,2
7011,585,1,3,2
7012,585,1,4,1
7013,585,1,5,0
7014,585,1,6,1
7015,585,1,7,0
7016,585,1,8,0
7017,585,1,9,0
7018,585,1,10,1
7019,585,1,11,1
7020,585,1,12,1
7021,586,1,1,1
7022,586,1,2,1
7023,586,1,3,0
7024,586,1,4,0
7025,586,1,5,0
7026,586,1,6,1
7027,586,1,7,0
7028,586,1,8,0
7029,586,1,9,0
7030,586,1,10,1
7031,586,1,11,1
7032,586,1,12,0
7033,587,1,1,0
7034,587,1,2,0
7035,587,1,3,2
7036,587,1,4,0
7037,587,1,5,1
7038,587,1,6,0
7039,587,1,7,0
7040,587,1,8,1
7041,587,1,9,2
7042,587,1,10,1
7043,587,1,11,1
7044,587,1,12,0
7045,588,1,1,0
7046,588,1,2,1
7047,588,1,3,1
7048,588,1,4,1
7049,588,1,5,2
7050,588,1,6,1
7051,588,1,7,0
7052,588,1,8,2
7053,588,1,9,1
7054,588,1,10,0
7055,588,1,11,1
7056,588,1,12,1
7057,589,1,1,2
7058,589,1,2,2
7059,589,1,3,2
7060,589,1,4,2
7061,589,1,5,1
7062,589,1,6,0
7063,589,1,7,0
7064,589,1,8,0
7065,589,1,9,0
7066,589,1,10,0
7067,589,1,11,0
7068,589,1,12,0
7069,590,0,1,0
7070,590,0,2,0
7071,590,0,3,0
7072,590,0,4,0
7073,590,0,5,0
7074,590,0,6,0
7075,590,0,7,0
7076,590,0,8,0
7077,590,0,9,0
7078,590,0,10,0
7079,590,0,11,0
7080,590,0,12,0
7081,591,1,1,0
7082,591,1,2,0
7083,591,1,3,0
7084,591,1,4,2
7085,591,1,5,2
7086,591,1,6,0
7087,591,1,7,0
7088,591,1,8,0
7089,591,1,9,0
7090,591,1,10,0
7091,591,1,11,0
7092,591,1,12,0
7093,592,1,1,0
7094,592,1,2,2
7095,592,1,3,2
7096,592,1,4,1
7097,592,1,5,1
7098,592,1,6,0
7099,592,1,7,2
7100,592,1,8,2
7101,592,1,9,0
7102,592,1,10,2
7103,592,1,11,1
7104,592,1,12,0
7105,593,0,1,0
7106,593,0,2,0
7107,593,0,3,0
7108,593,0,4,0
7109,593,0,5,0
7110,593,0,6,0
7111,593,0,7,0
7112,593,0,8,1
7113,593,0,9,2
7114,593,0,10,3
7115,593,0,11,3
7116,593,0,12,3
7117,594,1,1,2
7118,594,1,2,1
7119,594,1,3,0
7120,594,1,4,0
7121,594,1,5,0
7122,594,1,6,0
7123,594,1,7,0
7124,594,1,8,1
7125,594,1,9,0
7126,594,1,10,0
7127,594,1,11,1
7128,594,1,12,0
7129,595,1,1,0
7130,595,1,2,1
7131,595,1,3,0
7132,595,1,4,1
7133,595,1,5,0
7134,595,1,6,1
7135,595,1,7,0
7136,595,1,8,1
7137,595,1,9,1
7138,595,1,10,1
7139,595,1,11,1
7140,595,1,12,0
7141,596,1,1,0
7142,596,1,2,0
7143,596,1,3,2
7144,596,1,4,2
7145,596,1,5,2
7146,596,1,6,2
7147,596,1,7,2
7148,596,1,8,2
7149,596,1,9,2
7150,596,1,10,0
7151,596,1,11,1
7152,596,1,12,3
7153,597,1,1,0
7154,597,1,2,0
7155,597,1,3,1
7156,597,1,4,1
7157,597,1,5,1
7158,597,1,6,1
7159,597,1,7,1
7160,597,1,8,1
7161,597,1,9,2
7162,597,1,10,1
7163,597,1,11,1
7164,597,1,12,0
7165,598,1,1,0
7166,598,1,2,2
7167,598,1,3,2
7168,598,1,4,2
7169,598,1,5,1
7170,598,1,6,0
7171,598,1,7,0
7172,598,1,8,1
7173,598,1,9,0
7174,598,1,10,2
7175,598,1,11,1
7176,598,1,12,0
7177,599,1,1,0
7178,599,1,2,2
7179,599,1,3,1
7180,599,1,4,1
7181,599,1,5,0
7182,599,1,6,0
7183,599,1,7,0
7184,599,1,8,0
7185,599,1,9,1
7186,599,1,10,2
7187,599,1,11,2
7188,599,1,12,1
7189,600,0,1,0
7190,600,0,2,0
7191,600,0,3,0
7192,600,0,4,0
7193,600,0,5,0
7194,600,0,6,0
7195,600,0,7,0
7196,600,0,8,0
7197,600,0,9,0
7198,600,0,10,0
7199,600,0,11,0
7200,600,0,12,1
7201,601,1,1,1
7202,601,1,2,1
7203,601,1,3,1
7204,601,1,4,0
7205,601,1,5,0
7206,601,1,6,1
7207,601,1,7,0
7208,601,1,8,1
7209,601,1,9,1
7210,601,1,10,0
7211,601,1,11,1
7212,601,1,12,0
7213,602,0,1,0
7214,602,0,2,0
7215,602,0,3,0
7216,602,0,4,0
7217,602,0,5,0
7218,602,0,6,0
7219,602,0,7,0
7220,602,0,8,0
7221,602,0,9,0
7222,602,0,10,0
7223,602,0,11,0
7224,602,0,12,0
7225,603,1,1,0
7226,603,1,2,1
7227,603,1,3,2
7228,603,1,4,2
7229,603,1,5,2
7230,603,1,6,2
7231,603,1,7,1
7232,603,1,8,2
7233,603,1,9,1
7234,603,1,10,1
7235,603,1,11,1
7236,603,1,12,1
7237,604,0,1,0
7238,604,0,2,0
7239,604,0,3,0
7240,604,0,4,0
7241,604,0,5,0
7242,604,0,6,0
7243,604,0,7,0
7244,604,0,8,0
7245,604,0,9,0
7246,604,0,10,0
7247,604,0,11,0
7248,604,0,12,1
7249,605,0,1,0
7250,605,0,2,0
7251,605,0,3,0
7252,605,0,4,1
7253,605,0,5,2
7254,605,0,6,3
7255,605,0,7,3
7256,605,0,8,3
7257,605,0,9,3
7258,605,0,10,3
7259,605,0,11,3
7260,605,0,12,3
7261,606,0,1,0
7262,606,0,2,0
7263,606,0,3,0
7264,606,0,4,0
7265,606,0,5,0
7266,606,0,6,0
7267,606,0,7,0
7268,606,0,8,0
7269,606,0,9,0
7270,606,0,10,0
7271,606,0,11,0
7272,606,0,12,0
7273,607,1,1,0
7274,607,1,2,0
7275,607,1,3,0
7276,607,1,4,0
7277,607,1,5,0
7278,607,1,6,1
7279,607,1,7,1
7280,607,1,8,1
7281,607,1,9,0
7282,607,1,10,0
7283,607,1,11,0
7284,607,1,12,0
7285,608,1,1,1
7286,608,1,2,0
7287,608,1,3,0
7288,608,1,4,0
7289,608,1,5,0
7290,608,1,6,0
7291,608,1,7,0
7292,608,1,8,0
7293,608,1,9,1
7294,608,1,10,0
7295,608,1,11,1
7296,608,1,12,2
7297,609,0,1,0
7298,609,0,2,0
7299,609,0,3,0
7300,609,0,4,0
7301,609,0,5,0
7302,609,0,6,0
7303,609,0,7,0
7304,609,0,8,0
7305,609,0,9,0
7306,609,0,10,0
7307,609,0,11,0
7308,609,0,12,0
7309,610,1,1,0
7310,610,1,2,0
7311,610,1,3,1
7312,610,1,4,0
7313,610,1,5,0
7314,610,1,6,1
7315,610,1,7,0
7316,610,1,8,0
7317,610,1,9,0
7318,610,1,10,0
7319,610,1,11,2
7320,610,1,12,2
7321,611,1,1,0
7322,611,1,2,0
7323,611,1,3,1
7324,611,1,4,0
7325,611,1,5,0
7326,611,1,6,0
7327,611,1,7,0
7328,611,1,8,0
7329,611,1,9,0
7330,611,1,10,0
7331,611,1,11,0
7332,611,1,12,1
7333,612,0,1,0
7334,612,0,2,0
7335,612,0,3,0
7336,612,0,4,0
7337,612,0,5,0
7338,612,0,6,0
7339,612,0,7,0
7340,612,0,8,0
7341,612,0,9,0
7342,612,0,10,0
7343,612,0,11,0
7344,612,0,12,0
7345,613,1,1,1
7346,613,1,2,1
7347,613,1,3,1
7348,613,1,4,0
7349,613,1,5,0
7350,613,1,6,0
7351,613,1,7,2
7352,613,1,8,2
7353,613,1,9,2
7354,613,1,10,1
7355,613,1,11,1
7356,613,1,12,1
7357,614,1,1,1
7358,614,1,2,0
7359,614,1,3,0
7360,614,1,4,0
7361,614,1,5,1
7362,614,1,6,2
7363,614,1,7,2
7364,614,1,8,2
7365,614,1,9,0
7366,614,1,10,0
7367,614,1,11,0
7368,614,1,12,1
7369,615,1,1,2
7370,615,1,2,2
7371,615,1,3,1
7372,615,1,4,1
7373,615,1,5,0
7374,615,1,6,0
7375,615,1,7,0
7376,615,1,8,0
7377,615,1,9,0
7378,615,1,10,1
7379,615,1,11,3
7380,615,1,12,3
7381,616,1,1,1
7382,616,1,2,1
7383,616,1,3,0
7384,616,1,4,0
7385,616,1,5,1
7386,616,1,6,1
